Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Cote d'Ivoire,CIV,39.007568359375,40.3644790649414,40.7527809143066,42.2934989929199,43.2372398376465,43.7846717834473,44.4070510864258,47.865119934082,52.6071815490723,57.0441703796387,60.2759704589844,63.3711090087891,64.8887481689453,64.5363006591797,62.0471115112305,58.856201171875,56.5561294555664,54.2012596130371,53.4367713928223,54.8256797790527,55.1597709655762,54.2506408691406,55.1066818237305,55.2638092041016,58.5079689025879,59.8788604736328,60.180118560791,60.9638900756836,61.8210105895996,62.117919921875,60.5338516235352,62.2075614929199,60.8983688354492,60.0513687133789,..,..,57.5443916320801,58.1178703308105,61.6134796142578,62.1184387207031,..,71.0666809082031,74.1029205322266,75.619873046875,78.0082778930664,81.3479309082031,85.9793472290039,88.1397094726562,89.7058868408203,90.8629989624023,91.4851608276367,90.4660797119141,92.4822692871094,99.3535003662109
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,China,CHN,..,..,..,..,88.8031768798828,100.724571228027,109.184707641602,107.954170227051,103.374382019043,101.533210754395,100.412216186523,101.569297790527,101.18106842041,103.564071655273,106.441566467285,113.319938659668,121.289413452148,124.989883422852,123.036399841309,119.363212585449,113.581268310547,111.322769165039,109.512748718262,107.972030639648,107.493659973145,109.013069152832,108.940147399902,109.564277648926,109.904037475586,..,..,116.877777099609,..,..,..,..,107.267890930176,107.374938964844,107.894416809082,107.003211975098,105.235740661621,104.104591369629,103.775077819824,103.632888793945,98.6559295654297,97.8198165893555,98.0797805786133,98.7516326904297,99.0615997314453,99.1557006835938,99.9143524169922,100.345199584961,101.01619720459,100.266441345215
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Finland,FIN,..,..,78.8421936035156,79.3878936767578,82.9470825195312,87.8230895996094,100.706520080566,100.972793579102,100.285003662109,100.013076782227,99.8935089111328,99.8353271484375,100.375122070312,99.8112182617188,99.8012390136719,99.9407730102539,99.9228591918945,100.121932983398,100.241981506348,99.9515533447266,99.8820877075195,99.6591262817383,99.7241516113281,99.8123931884766,99.827278137207,99.8662490844727,99.9457473754883,99.9259414672852,99.7067184448242,99.5014495849609,99.4113235473633,99.3975219726562,99.3119583129883,99.2937393188477,99.4096832275391,99.4090805053711,99.5234680175781,99.3760986328125,99.3705062866211,99.3830184936523,99.3895797729492,99.4017105102539,99.3996124267578,99.3833465576172,99.391487121582,99.3064193725586,99.2614822387695,99.2286682128906,99.4124374389648,99.275146484375,99.6351470947266,99.2127532958984,98.4120712280273,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Pakistan,PAK,..,25.1332302093506,25.6425094604492,28.3534297943115,29.8562297821045,30.4824104309082,32.177619934082,32.2414894104004,31.599889755249,31.3252391815186,31.2373790740967,32.1316909790039,33.0494918823242,33.8967704772949,34.1095085144043,35.4395294189453,35.7929496765137,36.6624298095703,36.9319190979004,36.2955093383789,36.352970123291,..,..,..,..,..,..,..,..,..,51.3820686340332,51.3809814453125,51.6956901550293,55.3156089782715,58.7694091796875,63.3627281188965,61.3850517272949,67.028678894043,67.0525665283203,67.6460876464844,67.7699715333827,64.7837585585931,65.0010341218257,64.4449138920781,67.5489519483559,68.2075977123179,72.6667081807772,72.171257912464,74.0961271395933,76.7972876633889,..,77.4310968075205,76.0958025902178,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Zambia,ZMB,75.2544479370117,76.8656616210938,79.0622482299805,79.8400192260742,81.9625396728516,80.9695510864258,81.9698028564453,82.517448425293,82.6703262329102,82.9447708129883,83.9825973510742,84.1479797363281,85.0778274536133,87.6900024414062,89.8566970825195,93.2530822753906,93.1101226806641,..,92.0408172607422,..,..,..,..,..,84.1718292236328,81.9917297363281,80.242561340332,..,78.7187118530273,76.5045623779297,76.7363433837891,76.6721115112305,79.3188934326172,..,98.7770004272461,109.75318145752,112.544258117676,113.170143127441,115.013221740723,109.693641662598,109.961547851562,110.445487976074,111.376991271973,105.470458984375,106.569458007812,102.919746398926,99.9383163452148,99.3915863037109,98.6722873189629,97.4161481795267,95.9781501517935,..,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,"Venezuela, RB",VEN,..,89.667236328125,91.0997467041016,91.8851318359375,91.3172988891602,92.4426498413086,95.8803176879883,98.2442016601562,101.262977600098,102.677436828613,104.300247192383,..,..,106.652770996094,103.64421081543,103.768043518066,103.886901855469,103.607131958008,103.390197753906,103.266403198242,..,106.948913574219,108.340148925781,106.630561828613,..,..,98.8095397949219,99.7223663330078,..,98.4472198486328,100.121452331543,102.724990844727,104.993659973145,103.082702636719,102.9111328125,102.575729370117,102.085342407227,103.561302185059,100.719329833984,100.906272888184,100.276252746582,100.240859985352,100.65576171875,101.451469421387,99.969612121582,98.8311233520508,95.9016036987305,93.1398391723633,..,..,..,..,..,107.708633422852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
